Date,Forecast,Real,Error
2019-08-01,1375.2676811504148,1363.3489035915,-11.918777558914826
2019-09-01,1392.759291929341,1413.1806340767835,20.421342147442374
2019-10-01,1396.1896793968074,1511.9753225059976,115.78564310919023
2019-11-01,1388.2475271832436,1569.7800145002939,181.53248731705025
2019-12-01,1392.8671280539295,1647.1313277722306,254.26419971830114
2020-01-01,1473.4294787576741,1791.8488519309872,318.41937317331303
